Model,TBS1072C
Firmware Version,v2015-08-04-prequal4ch70_v1.3

Point Format,Y
Horizontal Units,Hz
Horizontal Scale,390.625
Sample Interval,12.5
Filter Frequency,2e+08
Record Length,1250
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,dB
Vertical Offset,0
Vertical Scale,20
Label,
FFT-FREQ,FFT-AMPL
1.339e+04,-103.519
1.340e+04,-103.519
1.341e+04,-103.519
1.342e+04,-103.519
1.344e+04,-100.025
1.345e+04,-96.5312
1.346e+04,-100.025
1.348e+04,-103.519
1.349e+04,-103.519
1.350e+04,-103.519
1.351e+04,-103.519
1.352e+04,-103.519
1.354e+04,-103.519
1.355e+04,-103.519
1.356e+04,-103.519
1.358e+04,-103.519
1.359e+04,-100.509
1.360e+04,-97.5
1.361e+04,-100.509
1.362e+04,-103.519
1.364e+04,-103.519
1.365e+04,-103.519
1.366e+04,-103.519
1.368e+04,-103.519
1.369e+04,-103.519
1.370e+04,-103.519
1.371e+04,-102.016
1.372e+04,-100.509
1.374e+04,-98.5219
1.375e+04,-96.5312
1.376e+04,-100.025
1.378e+04,-103.519
1.379e+04,-103.519
1.380e+04,-103.519
1.381e+04,-100.025
1.382e+04,-96.5312
1.384e+04,-100.025
1.385e+04,-103.519
1.386e+04,-103.519
1.388e+04,-103.519
1.389e+04,-103.519
1.390e+04,-103.519
1.391e+04,-103.519
1.392e+04,-103.519
1.394e+04,-102.016
1.395e+04,-100.509
1.396e+04,-102.016
1.398e+04,-103.519
1.399e+04,-103.519
1.400e+04,-103.519
1.401e+04,-99.0062
1.402e+04,-94.4906
1.404e+04,-99.0062
1.405e+04,-103.519
1.406e+04,-100.025
1.408e+04,-96.5312
1.409e+04,-100.025
1.410e+04,-103.519
1.411e+04,-98.5188
1.412e+04,-93.5188
1.414e+04,-98.5188
1.415e+04,-103.519
1.416e+04,-103.519
1.418e+04,-103.519
1.419e+04,-102.016
1.420e+04,-100.509
1.421e+04,-100.509
1.422e+04,-100.509
1.424e+04,-102.016
1.425e+04,-103.519
1.426e+04,-103.519
1.428e+04,-103.519
1.429e+04,-103.519
1.430e+04,-103.519
1.431e+04,-103.519
1.432e+04,-103.519
1.434e+04,-103.519
1.435e+04,-103.519
1.436e+04,-103.519
1.438e+04,-103.519
1.439e+04,-103.519
1.440e+04,-103.519
1.441e+04,-103.519
1.442e+04,-103.519
1.444e+04,-103.519
1.445e+04,-103.519
1.446e+04,-102.016
1.448e+04,-100.509
1.449e+04,-99.0062
1.450e+04,-97.5
1.451e+04,-100.509
1.452e+04,-103.519
1.454e+04,-100.025
1.455e+04,-96.5312
1.456e+04,-97.0156
1.458e+04,-97.5
1.459e+04,-100.509
1.460e+04,-103.519
1.461e+04,-102.016
1.462e+04,-100.509
1.464e+04,-100.509
1.465e+04,-100.509
1.466e+04,-102.016
1.468e+04,-103.519
1.469e+04,-103.519
1.470e+04,-103.519
1.471e+04,-103.519
1.472e+04,-103.519
1.474e+04,-97.95
1.475e+04,-92.3812
1.476e+04,-97.95
1.478e+04,-103.519
1.479e+04,-100.509
1.480e+04,-97.5
1.481e+04,-100.509
1.482e+04,-103.519
1.484e+04,-103.519
1.485e+04,-103.519
1.486e+04,-103.519
1.488e+04,-103.519
1.489e+04,-103.519
1.490e+04,-103.519
1.491e+04,-100.509
1.492e+04,-97.5
1.494e+04,-100.509
1.495e+04,-103.519
1.496e+04,-100.025
1.498e+04,-96.5312
1.499e+04,-100.025
1.500e+04,-103.519
1.501e+04,-102.016
1.502e+04,-100.509
1.504e+04,-99.0062
1.505e+04,-97.5
1.506e+04,-100.509
1.508e+04,-103.519
1.509e+04,-103.519
1.510e+04,-103.519
1.511e+04,-102.016
1.512e+04,-100.509
1.514e+04,-102.016
1.515e+04,-103.519
1.516e+04,-102.016
1.518e+04,-100.509
1.519e+04,-102.016
1.520e+04,-103.519
1.521e+04,-100.025
1.522e+04,-96.5312
1.524e+04,-100.025
1.525e+04,-103.519
1.526e+04,-103.519
1.528e+04,-103.519
1.529e+04,-100.509
1.530e+04,-97.5
1.531e+04,-100.509
1.532e+04,-103.519
1.534e+04,-102.016
1.535e+04,-100.509
1.536e+04,-98.5219
1.538e+04,-96.5312
1.539e+04,-100.025
1.540e+04,-103.519
1.541e+04,-103.519
1.542e+04,-103.519
1.544e+04,-100.509
1.545e+04,-97.5
1.546e+04,-100.509
1.548e+04,-103.519
1.549e+04,-100.025
1.550e+04,-96.5312
1.551e+04,-98.5219
1.552e+04,-100.509
1.554e+04,-102.016
1.555e+04,-103.519
1.556e+04,-100.509
1.558e+04,-97.5
1.559e+04,-99.0062
1.560e+04,-100.509
1.561e+04,-100.509

